query-id	corpus-id	score
qid83889	did385	1
qid83898	did47773	1
qid83925	did12388	1
qid83926	did47784	1
qid83933	did1678	1
qid83937	did2613	1
qid83951	did8453	1
qid83953	did47793	1
qid83966	did4117	1
qid83981	did28805	1
qid83987	did47804	1
qid83988	did3010	1
qid83995	did2387	1
qid84001	did47809	1
qid84012	did47817	1
qid84013	did21107	1
qid84015	did10761	1
qid84025	did47823	1
qid84035	did11797	1
qid84049	did47831	1
qid84057	did47834	1
qid84062	did15249	1
qid84077	did1031	1
qid84083	did47846	1
qid84136	did36458	1
qid84182	did23209	1
qid84200	did47885	1
qid84203	did22503	1
qid84243	did47905	1
qid84250	did2800	1
qid84258	did47909	1
qid84266	did46337	1
qid84267	did16879	1
qid84272	did6843	1
qid84295	did33540	1
qid84305	did19265	1
qid84319	did47936	1
qid84323	did6944	1
qid84324	did29469	1
qid84334	did9224	1
qid84348	did8589	1
qid84350	did47948	1
qid84357	did47950	1
qid84376	did47958	1
qid84384	did17314	1
qid84397	did31693	1
qid84407	did47969	1
qid84410	did18923	1
qid84425	did14440	1
qid84436	did47977	1
qid84440	did6995	1
qid84449	did47983	1
qid84474	did11934	1
qid84478	did47997	1
qid84480	did25402	1
qid84515	did12997	1
qid84526	did48012	1
qid84528	did48013	1
qid84531	did48015	1
qid84538	did18095	1
qid84543	did48018	1
qid84544	did3385	1
qid84556	did48024	1
qid84567	did48028	1
qid84592	did17278	1
qid84593	did26502	1
qid84594	did48038	1
qid84598	did41927	1
qid84599	did48040	1
qid84603	did555	1
qid84628	did48051	1
qid84637	did48058	1
qid84657	did30166	1
qid84660	did15433	1
qid84680	did36482	1
qid84699	did32616	1
qid84706	did48084	1
qid84716	did25597	1
qid84727	did11235	1
qid84728	did21719	1
qid84734	did48095	1
qid84738	did48097	1
qid84758	did14900	1
qid84759	did12722	1
qid84766	did32212	1
qid84783	did11647	1
qid84788	did48113	1
qid84823	did27464	1
qid84837	did13709	1
qid84867	did48143	1
qid84880	did22672	1
qid84886	did6785	1
qid84892	did30968	1
qid84898	did48153	1
qid84914	did29412	1
qid84928	did48163	1
qid84931	did14619	1
qid84932	did48166	1
qid84955	did15813	1
qid84963	did2276	1
qid84973	did34121	1
qid84979	did15300	1
qid85011	did4176	1
qid85014	did32050	1
qid85024	did18659	1
qid85038	did37273	1
qid85076	did48219	1
qid85081	did48222	1
qid85096	did48230	1
qid85098	did6147	1
qid85100	did23443	1
qid85108	did10514	1
qid85111	did12024	1
qid85114	did355	1
qid85120	did4772	1
qid85130	did24797	1
qid85152	did4545	1
qid85159	did15354	1
qid85172	did48254	1
qid85177	did8033	1
qid85196	did23410	1
qid85199	did24659	1
qid85201	did3812	1
qid85205	did21515	1
qid85235	did47175	1
qid85253	did30262	1
qid85260	did48292	1
qid85266	did48295	1
qid85289	did7440	1
qid85290	did1678	1
qid85293	did8405	1
qid85301	did48306	1
qid85302	did48307	1
qid85304	did48309	1
qid85317	did48313	1
qid85318	did22605	1
qid85328	did5915	1
qid85331	did48317	1
qid85334	did9193	1
qid85360	did940	1
qid85374	did48334	1
qid85375	did41548	1
qid85381	did27930	1
qid85384	did36458	1
qid85387	did8372	1
qid85388	did367	1
qid85397	did36956	1
qid85410	did48346	1
qid85413	did48347	1
qid85415	did11778	1
qid85417	did940	1
qid85418	did48348	1
qid85428	did29631	1
qid85437	did48357	1
qid85441	did48359	1
qid85457	did48367	1
qid85458	did17367	1
qid85468	did48372	1
qid85477	did48378	1
qid85491	did16198	1
qid85503	did48393	1
qid85506	did19265	1
qid85515	did48396	1
qid85516	did48397	1
qid85539	did45260	1
qid85542	did13007	1
qid85550	did48414	1
qid85557	did5332	1
qid85560	did20185	1
qid85575	did26660	1
qid85582	did34998	1
qid85627	did46424	1
qid85635	did14966	1
qid85648	did48445	1
qid85658	did9390	1
qid85670	did48456	1
qid85681	did48463	1
qid85698	did48470	1
qid85702	did1087	1
qid85705	did48473	1
qid85711	did48476	1
qid85742	did2812	1
qid85743	did48489	1
qid85747	did20882	1
qid85754	did16893	1
qid85766	did841	1
qid85783	did48506	1
qid85785	did4991	1
qid85795	did28981	1
qid85803	did48513	1
qid85804	did13275	1
qid85810	did48515	1
qid85818	did12036	1
qid85826	did48521	1
qid85835	did3542	1
qid85853	did43013	1
qid85857	did4390	1
qid85859	did48530	1
qid85869	did48534	1
qid85872	did48535	1
qid85890	did37240	1
qid85894	did48542	1
qid85903	did48548	1
qid85928	did48561	1
qid85931	did48563	1
qid85933	did48565	1
qid85934	did48566	1
qid85942	did2004	1
qid85948	did4537	1
qid85950	did17262	1
qid85952	did4866	1
qid85960	did48573	1
qid85975	did48576	1
qid85983	did48581	1
qid85988	did33088	1
qid85989	did48584	1
qid85990	did48585	1
qid85992	did2149	1
qid86000	did48587	1
qid86007	did48591	1
qid86009	did48592	1
qid86036	did1485	1
qid86041	did48602	1
qid86043	did18502	1
qid86049	did40284	1
qid86062	did21657	1
qid86071	did48611	1
qid86075	did6091	1
qid86078	did3097	1
qid86080	did10457	1
qid86083	did47026	1
qid86110	did13434	1
qid86132	did2537	1
qid86145	did41764	1
qid86178	did48651	1
qid86182	did48654	1
qid86190	did971	1
qid86194	did48658	1
qid86229	did19981	1
qid86239	did48677	1
qid86240	did1703	1
qid86254	did48682	1
qid86256	did48684	1
qid86257	did20260	1
qid86258	did42822	1
qid86293	did48697	1
qid86346	did8493	1
qid86365	did48728	1
qid86367	did21008	1
qid86372	did48731	1
qid86374	did48732	1
qid86382	did13898	1
qid86386	did2090	1
qid86392	did48738	1
qid86420	did25958	1
qid86423	did48750	1
qid86441	did2228	1
qid86449	did563	1
qid86454	did48758	1
qid86462	did12023	1
qid86463	did48760	1
qid86481	did48767	1
qid86482	did18030	1
qid86494	did18596	1
qid86510	did48778	1
qid86535	did47260	1
qid86537	did631	1
qid86558	did48804	1
qid86565	did10890	1
qid86568	did6036	1
qid86582	did28529	1
qid86589	did148	1
qid86595	did1909	1
qid86596	did48816	1
qid86598	did36947	1
qid86602	did48818	1
qid86626	did48827	1
qid86627	did48828	1
qid86635	did26409	1
qid86639	did48830	1
qid86642	did9903	1
qid86647	did7895	1
qid86652	did48835	1
qid86671	did3128	1
qid86674	did34853	1
qid86711	did48850	1
qid86718	did14423	1
qid86759	did4484	1
qid86773	did13107	1
qid86776	did19846	1
qid86783	did37665	1
qid86791	did48880	1
qid86792	did48881	1
qid86801	did3823	1
qid86806	did48887	1
qid86813	did48891	1
qid86814	did48892	1
qid86839	did48896	1
qid86842	did7517	1
qid86843	did48898	1
qid86847	did48901	1
qid86861	did32111	1
qid86863	did7004	1
qid86873	did14546	1
qid86874	did48917	1
qid86885	did925	1
qid86900	did28466	1
qid86919	did531	1
qid86922	did48934	1
qid86926	did48935	1
qid87000	did48960	1
qid87010	did48964	1
qid87019	did12920	1
qid87047	did17660	1
qid87049	did36477	1
qid87068	did9456	1
qid87069	did48982	1
qid87071	did48983	1
qid87089	did48992	1
qid87103	did39593	1
qid87107	did48998	1
qid87110	did3219	1
qid87118	did47721	1
qid87120	did2858	1
qid87121	did49003	1
qid87126	did6841	1
qid87130	did43300	1
qid87131	did49007	1
qid87132	did49008	1
qid87133	did11692	1
qid87134	did49009	1
qid87196	did43475	1
qid87200	did49028	1
qid87201	did23909	1
qid87209	did12423	1
qid87213	did49034	1
qid87216	did49036	1
qid87231	did49039	1
qid87247	did49045	1
qid87261	did19665	1
qid87274	did10715	1
qid87284	did49057	1
qid87287	did7420	1
qid87294	did49062	1
qid87318	did580	1
qid87319	did3112	1
qid87347	did49081	1
qid87359	did32753	1
qid87368	did49089	1
qid87374	did49095	1
qid87380	did49097	1
qid87392	did13223	1
qid87401	did12384	1
qid87405	did49110	1
qid87408	did16798	1
qid87431	did49120	1
qid87434	did49121	1
qid87449	did49128	1
qid87451	did41670	1
qid87452	did49129	1
qid87455	did11901	1
qid87473	did48801	1
qid87481	did49138	1
qid87490	did45462	1
qid87491	did14617	1
qid87514	did32383	1
qid87516	did18333	1
qid87519	did4709	1
qid87547	did49155	1
qid87549	did49157	1
qid87559	did49162	1
qid87567	did4238	1
qid87591	did1174	1
qid87604	did16797	1
qid87610	did21549	1
qid87634	did11871	1
qid87643	did49193	1
qid87645	did8340	1
qid87695	did33813	1
qid87718	did49219	1
qid87723	did22957	1
qid87731	did49225	1
qid87740	did4989	1
qid87745	did2086	1
qid87749	did49228	1
qid87759	did49231	1
qid87781	did49241	1
qid87789	did27584	1
qid87805	did48393	1
qid87820	did49258	1
qid87835	did1467	1
qid87877	did22468	1
qid87886	did1898	1
qid87888	did49286	1
qid87892	did49289	1
qid87901	did5057	1
qid87936	did601	1
qid87955	did10064	1
qid87970	did24833	1
qid87992	did49329	1
qid87997	did34033	1
qid88003	did22064	1
qid88006	did22641	1
qid88011	did40334	1
qid88019	did49338	1
qid88023	did31538	1
qid88033	did21855	1
qid88036	did49343	1
qid88038	did1088	1
qid88046	did49348	1
qid88056	did1576	1
qid88065	did42312	1
qid88066	did49356	1
qid88080	did49362	1
qid88082	did49364	1
qid88087	did24004	1
qid88100	did49375	1
qid88145	did49398	1
qid88164	did49405	1
qid88168	did49408	1
qid88172	did49410	1
qid88185	did1399	1
qid88203	did2749	1
qid88206	did49422	1
qid88217	did2298	1
qid88222	did13000	1
qid88229	did14617	1
qid88232	did49428	1
qid88239	did49429	1
qid88245	did3398	1
qid88247	did13209	1
qid88248	did49433	1
qid88260	did9320	1
qid88273	did49443	1
qid88279	did49444	1
qid88308	did49456	1
qid88332	did49466	1
qid88338	did49469	1
qid88345	did7632	1
qid88365	did45666	1
qid88371	did49481	1
qid88381	did47876	1
qid88383	did29716	1
qid88390	did49490	1
qid88397	did2942	1
qid88468	did1077	1
qid88485	did8282	1
qid88488	did7199	1
qid88506	did23329	1
qid88511	did49535	1
qid88513	did6152	1
qid88526	did49002	1
qid88537	did43288	1
qid88543	did2506	1
qid88549	did6506	1
qid88552	did48378	1
qid88555	did49548	1
qid88557	did49550	1
qid88558	did2337	1
qid88593	did29837	1
qid88598	did23999	1
qid88604	did35185	1
qid88610	did49569	1
qid88645	did22348	1
qid88655	did49587	1
qid88660	did24685	1
qid88661	did11355	1
qid88693	did49597	1
qid88701	did36860	1
qid88716	did18320	1
qid88739	did49611	1
qid88748	did3848	1
qid88751	did49616	1
qid88769	did47806	1
qid88780	did49628	1
qid88787	did17024	1
qid88799	did5000	1
qid88816	did19238	1
qid88818	did2673	1
qid88833	did24312	1
qid88835	did49646	1
qid88839	did3669	1
qid88852	did3164	1
qid88871	did49654	1
qid88874	did8606	1
qid88883	did49660	1
qid88899	did3988	1
qid88909	did49669	1
qid88915	did49671	1
qid88931	did49678	1
qid88953	did9020	1
qid88958	did47939	1
qid88980	did47484	1
qid88984	did18297	1
qid88995	did49697	1
qid88997	did17554	1
qid89013	did8464	1
qid89018	did49705	1
qid89019	did22489	1
qid89060	did18653	1
qid89061	did15297	1
qid89085	did31424	1
qid89097	did977	1
qid89107	did2120	1
qid89118	did44464	1
qid89123	did706	1
qid89128	did8787	1
qid89138	did19723	1
qid89147	did49753	1
qid89151	did49754	1
qid89163	did21423	1
qid89167	did4351	1
qid89169	did42194	1
qid89175	did49765	1
qid89178	did42129	1
qid89181	did5328	1
qid89186	did21587	1
qid89193	did21661	1
qid89211	did28314	1
qid89218	did49781	1
qid89221	did8067	1
qid89227	did1809	1
qid89231	did25105	1
qid89240	did1781	1
qid89261	did9149	1
qid89262	did13077	1
qid89263	did3790	1
qid89267	did14180	1
qid89269	did49801	1
qid89280	did6657	1
qid89289	did49810	1
qid89298	did23288	1
qid89302	did10841	1
qid89307	did3030	1
qid89327	did6968	1
qid89339	did49827	1
qid89356	did49837	1
qid89389	did16761	1
qid89395	did49850	1
qid89405	did1908	1
qid89419	did4829	1
qid89421	did6203	1
qid89424	did49860	1
qid89452	did2920	1
qid89454	did49871	1
qid89490	did49886	1
qid89492	did49887	1
qid89494	did49889	1
qid89510	did49897	1
qid89515	did57	1
qid89519	did17624	1
qid89567	did3477	1
qid89576	did4161	1
qid89580	did49923	1
qid89595	did49926	1
qid89601	did1171	1
qid89602	did49927	1
qid89607	did26265	1
qid89608	did4545	1
qid89622	did29380	1
qid89625	did5941	1
qid89626	did49937	1
qid89632	did1120	1
qid89640	did18247	1
qid89648	did5604	1
qid89657	did46466	1
qid89658	did49950	1
qid89667	did49955	1
qid89703	did44690	1
qid89705	did6941	1
qid89715	did22909	1
qid89741	did49977	1
qid89753	did9817	1
qid89757	did49982	1
qid89779	did49994	1
qid89827	did35243	1
qid89836	did14502	1
qid89840	did34081	1
qid89842	did50011	1
qid89862	did50021	1
qid89872	did18390	1
qid89877	did38326	1
qid89882	did10685	1
qid89883	did50024	1
qid89894	did50026	1
qid89895	did7034	1
qid89910	did1888	1
qid89914	did50033	1
qid89916	did615	1
qid89917	did593	1
qid89925	did26295	1
qid89935	did50040	1
qid89942	did7313	1
qid89969	did50053	1
qid89971	did28840	1
qid89972	did50054	1
qid89975	did50055	1
qid89982	did590	1
qid89986	did50059	1
qid90002	did49231	1
qid90030	did28784	1
qid90049	did10336	1
qid90051	did12510	1
qid90052	did50081	1
qid90060	did10934	1
qid90077	did46450	1
qid90085	did25234	1
qid90106	did50103	1
qid90116	did50108	1
qid90123	did21252	1
qid90131	did14491	1
qid90132	did32642	1
qid90133	did50113	1
qid90134	did30846	1
qid90139	did18653	1
qid90141	did6660	1
qid90145	did50117	1
qid90146	did38853	1
qid90153	did43308	1
qid90162	did4886	1
qid90172	did1305	1
qid90181	did50129	1
qid90204	did50138	1
qid90219	did50144	1
qid90224	did3669	1
qid90228	did3389	1
qid90242	did3282	1
qid90277	did16831	1
qid90289	did32656	1
qid90300	did1433	1
qid90310	did43533	1
qid90328	did44352	1
qid90339	did50189	1
qid90343	did50191	1
qid90345	did5550	1
qid90348	did50193	1
qid90352	did34177	1
qid90355	did50197	1
qid90357	did50199	1
qid90359	did41797	1
qid90361	did10752	1
qid90370	did50204	1
qid90372	did42517	1
qid90379	did50208	1
qid90394	did50215	1
qid90395	did33770	1
qid90399	did6312	1
qid90443	did26145	1
qid90450	did50235	1
qid90472	did50243	1
qid90540	did50271	1
qid90552	did4855	1
qid90559	did22109	1
qid90569	did50278	1
qid90579	did50281	1
qid90600	did50289	1
qid90628	did11186	1
qid90639	did7338	1
qid90643	did46289	1
qid90654	did50307	1
qid90658	did50310	1
qid90660	did770	1
qid90683	did50318	1
qid90697	did7136	1
qid90706	did50329	1
qid90733	did35082	1
qid90736	did10394	1
qid90745	did20530	1
qid90747	did1497	1
qid90776	did264	1
qid90778	did50354	1
qid90785	did50358	1
qid90788	did50360	1
qid90789	did989	1
qid90805	did19058	1
qid90811	did24150	1
qid90817	did50366	1
qid90821	did16699	1
qid90832	did50372	1
qid90833	did50373	1
qid90834	did5835	1
qid90841	did15063	1
qid90845	did6894	1
qid90851	did50381	1
qid90871	did47783	1
qid90883	did50397	1
qid90892	did33932	1
qid90902	did8071	1
qid90910	did50411	1
qid90917	did44245	1
qid90940	did12425	1
qid90944	did12835	1
qid90963	did50433	1
qid90968	did50436	1
qid90971	did21253	1
qid90984	did11920	1
qid90987	did8816	1
qid91011	did50445	1
qid91028	did43702	1
qid91055	did13401	1
qid91115	did50488	1
qid91122	did1809	1
qid91140	did50497	1
qid91149	did26317	1
qid91158	did20631	1
qid91211	did23241	1
qid91227	did21289	1
qid91228	did40876	1
qid91243	did14607	1
qid91246	did17327	1
qid91249	did8287	1
qid91252	did21109	1
qid91255	did50537	1
qid91259	did7219	1
qid91261	did7761	1
qid91269	did50542	1
qid91277	did33260	1
qid91285	did40845	1
qid91299	did50553	1
qid91313	did50560	1
qid91322	did18103	1
qid91330	did29052	1
qid91341	did40279	1
qid91363	did50576	1
qid91379	did38937	1
qid91383	did50584	1
qid91406	did8579	1
qid91417	did1752	1
qid91429	did50604	1
qid91433	did29756	1
qid91435	did3497	1
qid91439	did4046	1
qid91460	did10442	1
qid91464	did2973	1
qid91466	did15996	1
qid91471	did7478	1
qid91477	did3315	1
qid91492	did50629	1
qid91498	did21341	1
qid91509	did23775	1
qid91523	did42	1
qid91527	did10857	1
qid91542	did50647	1
qid91545	did19338	1
qid91580	did50665	1
qid91592	did6132	1
qid91599	did18300	1
qid91607	did47806	1
qid91622	did24772	1
qid91635	did33455	1
qid91660	did9883	1
qid91662	did50694	1
qid91663	did50695	1
qid91679	did24434	1
qid91686	did50705	1
qid91692	did50708	1
qid91705	did9063	1
qid91710	did22837	1
qid91717	did19063	1
qid91737	did45149	1
qid91741	did50729	1
qid91747	did1974	1
qid91781	did50744	1
qid91810	did50756	1
qid91815	did3713	1
qid91847	did50766	1
qid91852	did29053	1
qid91853	did50768	1
qid91855	did50769	1
qid91863	did50774	1
qid91874	did15077	1
qid91875	did50778	1
qid91879	did46104	1
qid91891	did36139	1
qid91897	did50788	1
qid91903	did29709	1
qid91904	did50792	1
qid91909	did2346	1
qid91914	did20315	1
qid91922	did23610	1
qid91926	did40674	1
qid91934	did50800	1
qid91935	did50801	1
qid91968	did50810	1
qid91975	did50814	1
qid91982	did26265	1
qid91986	did3307	1
qid91995	did448	1
qid91999	did50824	1
qid92002	did50827	1
qid92037	did10334	1
qid92047	did10442	1
qid92071	did50865	1
qid92077	did11246	1
qid92110	did50881	1
qid92116	did11289	1
qid92118	did10016	1
qid92124	did5508	1
qid92140	did35839	1
qid92152	did32550	1
qid92157	did50893	1
qid92164	did9434	1
qid92175	did42313	1
qid92214	did50917	1
qid92233	did50925	1
qid92234	did27429	1
qid92243	did27186	1
qid92245	did50929	1
qid92259	did44657	1
qid92262	did50936	1
qid92265	did50938	1
qid92266	did50939	1
qid92282	did50948	1
qid92287	did6730	1
qid92288	did1821	1
qid92290	did405	1
qid92295	did50953	1
qid92304	did50957	1
qid92305	did50958	1
qid92344	did5687	1
qid92349	did21076	1
qid92354	did15775	1
qid92370	did30076	1
qid92377	did28220	1
qid92398	did615	1
qid92418	did41445	1
qid92420	did50997	1
qid92441	did9475	1
qid92465	did48493	1
qid92489	did13546	1
qid92518	did51040	1
qid92523	did2316	1
qid92565	did33	1
qid92567	did9197	1
qid92584	did12384	1
qid92586	did30559	1
qid92609	did2177	1
qid92612	did13598	1
qid92614	did51078	1
qid92622	did42517	1
qid92630	did51089	1
qid92656	did51100	1
qid92663	did21248	1
qid92678	did51110	1
qid92706	did12526	1
qid92711	did4205	1
qid92712	did6692	1
qid92719	did12927	1
qid92726	did51125	1
qid92741	did31902	1
qid92742	did47215	1
qid92747	did3713	1
qid92761	did51136	1
qid92766	did51138	1
qid92783	did7672	1
qid92799	did9127	1
qid92815	did51162	1
qid92830	did51170	1
qid92833	did2543	1
qid92835	did26960	1
qid92839	did51172	1
qid92855	did2664	1
qid92856	did51174	1
qid92867	did36979	1
qid92868	did51180	1
qid92894	did38979	1
qid92923	did10466	1
qid92931	did51202	1
qid92958	did26388	1
qid92960	did35203	1
qid92980	did5050	1
qid92983	did12384	1
qid92989	did6378	1
qid92993	did1176	1
qid92997	did310	1
qid93041	did702	1
qid93050	did51235	1
qid93056	did29618	1
qid93075	did37767	1
qid93081	did51249	1
qid93090	did51251	1
qid93101	did6190	1
qid93123	did51261	1
qid93128	did51264	1
qid93132	did7891	1
qid93133	did51266	1
qid93142	did27802	1
qid93145	did10831	1
qid93146	did14207	1
qid93153	did51274	1
qid93157	did150	1
qid93165	did58	1
qid93175	did51285	1
qid93177	did51286	1
qid93199	did2346	1
qid93206	did26726	1
qid93212	did51300	1
qid93216	did12445	1
qid93218	did31466	1
qid93223	did10002	1
qid93233	did13415	1
qid93244	did31328	1
qid93252	did1428	1
qid93265	did2456	1
qid93270	did5126	1
qid93290	did51324	1
qid93295	did45171	1
qid93305	did13745	1
qid93308	did37482	1
qid93311	did3847	1
qid93320	did51335	1
qid93351	did51346	1
qid93353	did4967	1
qid93371	did12967	1
qid93375	did21625	1
qid93391	did2549	1
qid93393	did9537	1
qid93395	did1958	1
qid93407	did7070	1
qid93413	did38588	1
qid93429	did13881	1
qid93440	did51377	1
qid93446	did2348	1
qid93460	did51384	1
qid93461	did51385	1
qid93472	did18728	1
qid93483	did2564	1
qid93487	did51395	1
qid93496	did51399	1
qid93497	did42160	1
qid93506	did51403	1
qid93527	did36503	1
qid93538	did11594	1
qid93542	did51422	1
qid93544	did17689	1
qid93570	did51432	1
qid93572	did28454	1
qid93583	did2571	1
qid93623	did51449	1
qid93625	did28479	1
qid93627	did9938	1
qid93630	did51451	1
qid93637	did4998	1
qid93670	did51466	1
qid93676	did11851	1
qid93692	did51473	1
qid93705	did51479	1
qid93710	did51483	1
qid93718	did18255	1
qid93725	did2839	1
qid93730	did51493	1
qid93754	did9677	1
qid93756	did51500	1
qid93766	did51502	1
qid93771	did4657	1
qid93773	did51507	1
qid93774	did18116	1
qid93784	did51511	1
qid93798	did51516	1
qid93800	did51517	1
qid93808	did51520	1
qid93830	did37572	1
qid93833	did16497	1
qid93836	did28213	1
qid93839	did7688	1
qid93879	did51545	1
qid93916	did46539	1
qid93924	did556	1
qid93959	did5796	1
qid93973	did8884	1
qid93976	did28672	1
qid93984	did3164	1
qid93998	did51589	1
qid94006	did51592	1
qid94007	did12835	1
qid94009	did4315	1
qid94011	did51593	1
qid94017	did15913	1
qid94033	did5882	1
qid94034	did1130	1
qid94079	did45146	1
qid94080	did51618	1
qid94089	did51621	1
qid94092	did46668	1
qid94094	did51623	1
qid94105	did5768	1
qid94108	did51629	1
qid94109	did24596	1
qid94126	did29749	1
qid94131	did32024	1
qid94140	did51641	1
qid94143	did13203	1
qid94147	did51643	1
qid94148	did51644	1
qid94171	did27224	1
qid94186	did48263	1
qid94206	did51667	1
qid94209	did39310	1
qid94220	did16720	1
qid94230	did8380	1
qid94251	did39749	1
qid94267	did51695	1
qid94279	did14657	1
qid94284	did9544	1
qid94296	did4059	1
qid94303	did9742	1
qid94305	did51709	1
qid94311	did51710	1
qid94316	did8932	1
qid94331	did50251	1
qid94332	did1212	1
qid94341	did2407	1
qid94349	did42955	1
qid94358	did27097	1
qid94374	did24271	1
qid94416	did33004	1
qid94419	did51746	1
qid94427	did8791	1
qid94439	did18241	1
qid94441	did6936	1
qid94449	did44599	1
qid94466	did16958	1
qid94484	did6599	1
qid94487	did167	1
qid94491	did51772	1
qid94496	did1530	1
qid94497	did12100	1
qid94503	did7302	1
qid94515	did51782	1
qid94528	did698	1
qid94529	did42656	1
qid94531	did51787	1
qid94537	did51790	1
qid94543	did28160	1
qid94550	did51794	1
qid94552	did35496	1
qid94570	did51800	1
qid94602	did50074	1
qid94619	did9963	1
qid94624	did1987	1
qid94625	did1142	1
qid94635	did51825	1
qid94657	did51834	1
qid94661	did51837	1
qid94676	did4325	1
qid94682	did51846	1
qid94684	did51847	1
qid94687	did35513	1
qid94703	did51859	1
qid94705	did10378	1
qid94720	did12151	1
qid94730	did4286	1
qid94770	did51885	1
qid94779	did51887	1
qid94787	did15801	1
qid94792	did5060	1
qid94807	did4959	1
qid94814	did31809	1
qid94834	did1412	1
qid94844	did3277	1
qid94854	did51910	1
qid94865	did51916	1
qid94875	did16996	1
qid94904	did51934	1
qid94907	did51935	1
qid94926	did41189	1
qid94932	did51944	1
qid94934	did6506	1
qid94943	did51949	1
qid94945	did1751	1
qid94972	did43915	1
qid94990	did51970	1
qid95005	did18319	1
qid95006	did49009	1
qid95030	did13340	1
qid95039	did7108	1
qid95042	did51985	1
qid95050	did1290	1
qid95056	did51989	1
qid95063	did10427	1
qid95081	did18677	1
qid95102	did52005	1
qid95106	did2983	1
qid95119	did52011	1
qid95129	did7467	1
qid95134	did10629	1
qid95150	did6378	1
qid95160	did21471	1
qid95189	did52042	1
qid95190	did7090	1
qid95201	did446	1
qid95203	did52046	1
qid95215	did52052	1
qid95220	did32631	1
qid95234	did52057	1
qid95243	did37747	1
qid95252	did26524	1
qid95259	did5353	1
qid95283	did52072	1
qid95288	did41703	1
qid95292	did24228	1
qid95301	did48301	1
qid95315	did33378	1
qid95322	did31809	1
qid95342	did52090	1
qid95351	did19024	1
qid95361	did52098	1
qid95364	did41400	1
qid95368	did2546	1
qid95373	did18388	1
qid95380	did14596	1
qid95381	did21300	1
qid95396	did22493	1
qid95417	did13848	1
qid95423	did5445	1
qid95439	did52125	1
qid95446	did11341	1
qid95458	did20329	1
qid95459	did285	1
qid95465	did2144	1
qid95494	did16627	1
qid95513	did1142	1
qid95529	did5883	1
qid95535	did52159	1
qid95545	did7090	1
qid95552	did52163	1
qid95555	did6243	1
qid95557	did14698	1
qid95558	did52165	1
qid95562	did52166	1
qid95563	did4703	1
qid95567	did52170	1
qid95571	did46131	1
qid95578	did43950	1
qid95582	did52175	1
qid95593	did10760	1
qid95601	did13984	1
qid95608	did21674	1
qid95612	did52184	1
qid95614	did1253	1
qid95618	did9841	1
qid95631	did26021	1
qid95632	did5759	1
qid95642	did7218	1
qid95643	did3218	1
qid95647	did52191	1
qid95653	did842	1
qid95671	did580	1
qid95676	did52202	1
qid95699	did3181	1
qid95700	did30965	1
qid95710	did52215	1
qid95715	did37452	1
qid95719	did20647	1
qid95722	did16452	1
qid95738	did52224	1
qid95739	did5160	1
qid95740	did2040	1
qid95763	did52232	1
qid95774	did7638	1
qid95803	did52248	1
qid95808	did2084	1
qid95811	did52252	1
qid95832	did48157	1
qid95862	did12868	1
qid95864	did7321	1
qid95883	did51719	1
qid95905	did15316	1
qid95917	did10638	1
qid95931	did52294	1
qid95936	did52297	1
qid95948	did37145	1
qid95955	did4830	1
qid95958	did52307	1
qid95962	did5312	1
qid95976	did900	1
qid95977	did11081	1
qid95985	did52318	1
qid95992	did52322	1
qid96005	did534	1
qid96008	did19692	1
qid96014	did5122	1
qid96020	did37983	1
qid96033	did52335	1
qid96041	did52341	1
qid96046	did14209	1
qid96051	did841	1
qid96081	did8975	1
qid96093	did13277	1
qid96097	did52364	1
qid96108	did52369	1
qid96110	did11615	1
qid96129	did10043	1
qid96134	did29064	1
qid96144	did33880	1
qid96148	did42094	1
qid96158	did5859	1
qid96164	did732	1
qid96171	did2549	1
qid96178	did52389	1
qid96190	did4288	1
qid96194	did52395	1
qid96201	did1879	1
qid96202	did281	1
qid96207	did52401	1
qid96226	did4871	1
qid96230	did1077	1
qid96244	did35403	1
qid96265	did190	1
qid96266	did12347	1
qid96275	did16769	1
qid96278	did10422	1
qid96279	did15478	1
qid96299	did554	1
qid96334	did21652	1
qid96349	did52449	1
qid96364	did52454	1
qid96372	did52459	1
qid96373	did35555	1
qid96384	did39523	1
qid96387	did2387	1
qid96400	did52469	1
qid96401	did52470	1
qid96409	did52474	1
qid96432	did52486	1
qid96437	did33285	1
qid96438	did37910	1
qid96453	did10982	1
qid96467	did52503	1
qid96469	did52504	1
qid96474	did52506	1
qid96475	did26924	1
qid96512	did7387	1
qid96513	did52522	1
qid96539	did52531	1
qid96560	did41804	1
qid96573	did52551	1
qid96604	did21338	1
qid96621	did25566	1
qid96622	did2892	1
qid96630	did52576	1
qid96631	did4643	1
qid96650	did16955	1
qid96654	did23929	1
qid96657	did52585	1
qid96704	did5816	1
qid96728	did27575	1
qid96772	did7923	1
qid96774	did42480	1
qid96776	did33400	1
qid96817	did3256	1
qid96819	did52642	1
qid96826	did52644	1
qid96827	did19894	1
qid96857	did52652	1
qid96862	did52655	1
qid96867	did4163	1
qid96869	did6473	1
qid96882	did52665	1
qid96887	did52670	1
qid96905	did52677	1
qid96913	did52678	1
qid96920	did52681	1
qid96937	did52685	1
qid96954	did52693	1
qid96977	did11813	1
qid96980	did29555	1
qid97063	did52022	1
qid97064	did52729	1
qid97068	did6290	1
qid97073	did6442	1
qid97075	did50517	1
qid97084	did32232	1
qid97086	did13061	1
qid97094	did6039	1
